open,high,low,close,adj_close,volume,daily_returns,monthly_returns,annual_returns,daily_range
313.142,316.708,309.682,313.268,303.723,2766378.868,0.09,0.878,9.826,7.026
69.93,70.269,69.549,69.921,71.589,1392000.433,2.102,8.656,16.607,3.217
