open,high,low,close,adj_close,volume,daily_returns,monthly_returns,annual_returns,daily_range
137.202,138.594,135.828,137.232,131.592,13638975.066,0.068,0.878,9.826,2.766
24.936,24.88,25.052,25.005,26.046,7174140.135,2.074,8.656,16.607,1.366
