open,high,low,close,adj_close,volume,daily_returns,daily_range,monthly_returns,annual_returns
285.614,288.428,282.665,285.674,280.816,28585471.395,0.107,5.764,1.989,27.505
80.39,80.611,79.89,80.274,82.098,12717288.115,1.91,2.915,6.463,35.722
