open,high,low,close,adj_close,volume,daily_returns,daily_range,monthly_returns,annual_returns
144.594,146.04,143.174,144.641,135.889,13132178.457,0.083,2.867,1.578,17.228
32.239,32.311,32.224,32.319,34.81,7039448.268,2.03,1.483,7.945,25.125
